41.78121N,23.43906E,1604.87,08:19.28
41.78121N,23.43906E,1604.89,08:19.34
41.78121N,23.43906E,1604.96,08:19.36
41.78121N,23.43906E,1605.1,08:19.38
41.78121N,23.43905E,1605.26,08:19.43
41.78121N,23.43905E,1605.79,08:19.44
41.78121N,23.43905E,1605.8,08:19.49
41.78121N,23.43906E,1605.67,08:19.50
41.7812N,23.43905E,1605.55,08:19.55
41.7812N,23.43905E,1605.55,08:19.57
41.7812N,23.43905E,1605.83,08:19.59
41.7812N,23.43905E,1606.02,08:20.01
41.7812N,23.43904E,1606.21,08:20.02
41.7812N,23.43904E,1606.21,08:20.04
41.7812N,23.43905E,1606.79,08:20.06
41.7812N,23.43905E,1606.84,08:20.10
41.78119N,23.43905E,1606.5,08:20.12
41.78119N,23.43905E,1606.37,08:20.18
41.78119N,23.43905E,1605.58,08:20.23
41.78119N,23.43905E,1605.19,08:20.24
41.78119N,23.43905E,1605.04,08:20.25
41.78119N,23.43905E,1605.04,08:20.28
41.78119N,23.43905E,1604.48,08:20.29
41.78119N,23.43905E,1604.35,08:20.31
41.78119N,23.43905E,1603.87,08:20.33
41.78119N,23.43905E,1603.83,08:20.35
41.78119N,23.43905E,1604.02,08:20.37
41.78119N,23.43905E,1604.26,08:20.39
41.78119N,23.43905E,1604.56,08:20.41
41.78118N,23.43905E,1604.57,08:20.43
41.78118N,23.43905E,1604.57,08:20.48
41.78118N,23.43905E,1604.69,08:20.50
41.78117N,23.43906E,1604.71,08:20.52
41.78117N,23.43907E,1604.6,08:20.54
41.78117N,23.43907E,1604.69,08:20.56
41.78117N,23.43907E,1604.79,08:20.58
41.78117N,23.43907E,1604.84,08:21.00
41.78117N,23.43906E,1604.87,08:21.02
41.78117N,23.43906E,1604.93,08:21.04
41.78117N,23.43906E,1604.92,08:21.06
41.78117N,23.43906E,1604.6,08:21.08
41.78117N,23.43906E,1604.5,08:21.11
41.78117N,23.43906E,1604.27,08:21.13
41.78117N,23.43906E,1604.2,08:21.15
41.78117N,23.43906E,1604.01,08:21.17
41.78118N,23.43905E,1603.9,08:21.19
41.78118N,23.43905E,1603.74,08:21.21
41.78118N,23.43905E,1603.72,08:21.23
41.78119N,23.43905E,1603.49,08:21.27
41.78119N,23.43905E,1603.53,08:21.29
41.78119N,23.43905E,1603.42,08:21.31
41.78119N,23.43905E,1603.4,08:21.33
41.78119N,23.43905E,1603.41,08:21.34
41.78119N,23.43905E,1603.48,08:21.36
41.78119N,23.43905E,1603.48,08:21.38
41.78119N,23.43905E,1603.48,08:21.40
41.78119N,23.43905E,1603.79,08:21.42
41.78119N,23.43905E,1603.9,08:21.43
41.78119N,23.43905E,1603.94,08:21.45
41.78119N,23.43905E,1604.0,08:21.46
41.78119N,23.43905E,1604.09,08:21.48
41.78119N,23.43905E,1604.09,08:21.50
41.7812N,23.43905E,1604.09,08:21.53
41.7812N,23.43905E,1604.19,08:21.57
41.7812N,23.43905E,1603.83,08:21.59
41.78121N,23.43905E,1603.84,08:22.04
41.78121N,23.43905E,1603.84,08:22.05
41.78121N,23.43905E,1604.11,08:22.07
41.78121N,23.43905E,1604.31,08:22.08
41.78121N,23.43905E,1604.21,08:22.10
41.78121N,23.43905E,1604.37,08:22.15
41.78121N,23.43905E,1604.37,08:22.23
41.78121N,23.43905E,1605.24,08:22.24
41.78121N,23.43905E,1605.35,08:22.26
41.78121N,23.43905E,1605.67,08:22.27
41.78121N,23.43905E,1605.91,08:22.29
41.78121N,23.43904E,1605.98,08:22.30
41.78121N,23.43904E,1605.94,08:22.32
41.78121N,23.43904E,1605.85,08:22.33
41.78121N,23.43904E,1605.8,08:22.35
41.7812N,23.43904E,1605.8,08:22.40
41.7812N,23.43904E,1605.8,08:22.43
41.7812N,23.43904E,1605.56,08:22.45
41.7812N,23.43904E,1605.76,08:22.46
41.7812N,23.43903E,1605.82,08:22.48
41.7812N,23.43903E,1605.83,08:22.49
41.7812N,23.43903E,1605.87,08:22.50
41.7812N,23.43903E,1605.88,08:22.52
41.7812N,23.43903E,1605.88,08:22.59
41.7812N,23.43903E,1605.5,08:23.01
41.7812N,23.43903E,1605.46,08:23.04
41.7812N,23.43903E,1605.42,08:23.06
41.7812N,23.43902E,1605.59,08:23.09
41.78119N,23.43902E,1606.13,08:23.12
41.78119N,23.43902E,1606.34,08:23.14
41.78119N,23.43902E,1606.45,08:23.16
41.78119N,23.43902E,1606.5,08:23.18
41.78119N,23.43902E,1606.54,08:23.20
41.78119N,23.43902E,1606.68,08:23.22
41.7812N,23.43902E,1606.69,08:23.24
41.7812N,23.43902E,1606.78,08:23.26
41.7812N,23.43902E,1606.87,08:23.29
41.7812N,23.43903E,1607.01,08:23.32
41.7812N,23.43903E,1607.13,08:23.35
41.7812N,23.43903E,1607.02,08:23.38
41.78119N,23.43903E,1606.61,08:23.41
41.78119N,23.43903E,1606.33,08:23.44
41.78119N,23.43903E,1606.01,08:23.46
41.78119N,23.43903E,1605.84,08:23.49
41.78119N,23.43903E,1605.57,08:23.52
41.78118N,23.43903E,1605.57,08:23.55
41.78118N,23.43903E,1605.66,08:23.58
41.78119N,23.43903E,1605.9,08:24.01
41.78118N,23.43903E,1606.04,08:24.04
41.78119N,23.43903E,1606.2,08:24.06
41.78119N,23.43904E,1606.3,08:24.09
41.78119N,23.43904E,1605.82,08:24.12
41.78119N,23.43904E,1605.68,08:24.15
41.78119N,23.43904E,1605.79,08:24.17
41.78119N,23.43904E,1605.65,08:24.20
41.78119N,23.43904E,1605.41,08:24.23
41.78119N,23.43903E,1605.49,08:24.26
41.78119N,23.43903E,1605.38,08:24.28
41.78119N,23.43903E,1605.2,08:24.31
41.78118N,23.43903E,1605.17,08:24.34
41.78118N,23.43903E,1605.16,08:24.37
41.78118N,23.43904E,1605.24,08:24.40
41.78118N,23.43904E,1605.33,08:24.44
41.78118N,23.43904E,1605.63,08:24.47
41.78118N,23.43904E,1606.09,08:24.49
41.78118N,23.43905E,1606.31,08:24.52
41.78117N,23.43905E,1606.45,08:24.59
41.78117N,23.43905E,1606.78,08:25.01
41.78117N,23.43905E,1606.69,08:25.04
41.78117N,23.43905E,1606.71,08:25.07
41.78117N,23.43905E,1606.85,08:25.10
41.78117N,23.43905E,1607.01,08:25.13
41.78116N,23.43905E,1607.17,08:25.18
41.78116N,23.43905E,1607.09,08:25.20
41.78116N,23.43905E,1606.84,08:25.21
41.78115N,23.43905E,1606.65,08:25.22
41.78115N,23.43904E,1606.47,08:25.24
41.78115N,23.43904E,1607.02,08:25.25
41.78115N,23.43904E,1607.25,08:25.26
41.78114N,23.43904E,1607.21,08:25.27
41.78114N,23.43904E,1607.24,08:25.28
41.78114N,23.43904E,1607.22,08:25.29
41.78114N,23.43905E,1607.09,08:25.30
41.78114N,23.43905E,1606.99,08:25.31
41.78114N,23.43905E,1606.88,08:25.32
41.78114N,23.43905E,1606.57,08:25.33
41.78114N,23.43905E,1606.35,08:25.34
41.78114N,23.43905E,1606.38,08:25.35
41.78114N,23.43905E,1606.35,08:25.36
41.78114N,23.43905E,1606.34,08:25.38
41.78114N,23.43905E,1606.36,08:25.39
41.78114N,23.43905E,1606.4,08:25.40
41.78114N,23.43905E,1606.44,08:25.41
41.78114N,23.43905E,1606.56,08:25.42
41.78115N,23.43905E,1606.52,08:25.43
41.78115N,23.43905E,1606.4,08:25.44
41.78115N,23.43905E,1606.27,08:25.45
41.78115N,23.43906E,1606.2,08:25.46
41.78115N,23.43906E,1606.05,08:25.47
41.78115N,23.43906E,1606.08,08:25.48
41.78115N,23.43906E,1606.0,08:25.49
41.78115N,23.43906E,1605.96,08:25.50
41.78115N,23.43906E,1605.87,08:25.52
41.78115N,23.43906E,1605.78,08:25.53
41.78115N,23.43906E,1605.74,08:25.54
41.78115N,23.43906E,1605.45,08:25.56
41.78115N,23.43906E,1605.25,08:25.57
41.78115N,23.43906E,1605.21,08:25.58
41.78115N,23.43907E,1605.08,08:26.01
41.78115N,23.43907E,1604.33,08:26.02
41.78115N,23.43907E,1604.18,08:26.03
41.78115N,23.43907E,1604.08,08:26.04
41.78115N,23.43907E,1604.05,08:26.05
41.78115N,23.43906E,1604.08,08:26.06
41.78115N,23.43906E,1604.12,08:26.07
41.78115N,23.43906E,1604.11,08:26.08
41.78115N,23.43906E,1604.0,08:26.09
41.78115N,23.43906E,1603.94,08:26.10
41.78115N,23.43906E,1603.93,08:26.11
41.78115N,23.43906E,1603.87,08:26.12
41.78115N,23.43906E,1603.87,08:26.13
41.78115N,23.43906E,1603.76,08:26.14
41.78115N,23.43906E,1603.59,08:26.15
41.78115N,23.43906E,1603.52,08:26.16
41.78115N,23.43905E,1603.42,08:26.19
41.78115N,23.43905E,1603.42,08:26.21
41.78115N,23.43905E,1603.32,08:26.25
41.78115N,23.43905E,1603.48,08:26.29
41.78115N,23.43905E,1603.51,08:26.33
41.78115N,23.43905E,1603.34,08:26.34
41.78115N,23.43905E,1603.29,08:26.35
41.78115N,23.43905E,1603.3,08:26.38
41.78115N,23.43905E,1603.16,08:26.39
41.78115N,23.43905E,1603.07,08:26.43
41.78115N,23.43905E,1603.24,08:26.47
41.78115N,23.43905E,1603.46,08:26.48
41.78115N,23.43905E,1603.47,08:26.50
41.78115N,23.43905E,1603.36,08:26.51
41.78115N,23.43905E,1603.31,08:26.52
41.78115N,23.43905E,1603.3,08:26.54
41.78115N,23.43905E,1603.35,08:26.55
41.78115N,23.43905E,1603.37,08:26.56
41.78115N,23.43905E,1603.22,08:26.57
41.78114N,23.43905E,1603.18,08:26.58
41.78114N,23.43905E,1603.14,08:26.59
41.78114N,23.43905E,1603.18,08:27.01
41.78114N,23.43905E,1603.21,08:27.02
41.78114N,23.43906E,1603.19,08:27.03
41.78115N,23.43905E,1603.17,08:27.05
41.78115N,23.43905E,1603.06,08:27.06
41.78115N,23.43906E,1603.1,08:27.07
41.78115N,23.43905E,1603.1,08:27.09
41.78115N,23.43905E,1603.09,08:27.10
41.78115N,23.43906E,1603.05,08:27.13
41.78115N,23.43906E,1602.97,08:27.15
41.78115N,23.43905E,1603.0,08:27.16
41.78115N,23.43905E,1602.97,08:27.17
41.78115N,23.43905E,1603.03,08:27.19
41.78114N,23.43905E,1602.94,08:27.20
41.78114N,23.43905E,1602.89,08:27.21
41.78114N,23.43905E,1602.86,08:27.25
41.78114N,23.43905E,1602.94,08:27.26
41.78114N,23.43905E,1603.08,08:27.27
41.78114N,23.43904E,1603.13,08:27.31
41.78114N,23.43904E,1603.13,08:27.33
41.78114N,23.43904E,1603.54,08:27.35
41.78114N,23.43904E,1603.52,08:27.36
41.78114N,23.43904E,1603.53,08:27.37
41.78114N,23.43905E,1603.58,08:27.42
41.78114N,23.43905E,1603.88,08:27.43
41.78114N,23.43905E,1603.84,08:27.44
41.78114N,23.43905E,1603.81,08:27.45
41.78114N,23.43905E,1603.7,08:27.46
41.78114N,23.43905E,1603.64,08:27.47
41.78114N,23.43905E,1603.58,08:27.48
41.78114N,23.43906E,1603.37,08:27.51
41.78114N,23.43906E,1602.74,08:27.53
41.78114N,23.43906E,1602.78,08:27.54
41.78114N,23.43906E,1602.76,08:27.55
41.78114N,23.43906E,1602.72,08:27.57
41.78114N,23.43906E,1602.67,08:27.58
41.78114N,23.43906E,1602.73,08:27.59
41.78114N,23.43906E,1602.74,08:28.00
41.78114N,23.43906E,1602.69,08:28.01
41.78114N,23.43906E,1602.65,08:28.05
41.78114N,23.43906E,1602.62,08:28.09
41.78114N,23.43906E,1602.62,08:28.12
41.78114N,23.43906E,1602.62,08:28.19
41.78114N,23.43906E,1602.47,08:28.20
41.78114N,23.43906E,1602.58,08:28.21
41.78114N,23.43906E,1602.6,08:28.24
41.78114N,23.43906E,1602.6,08:28.26
41.78114N,23.43906E,1602.69,08:28.29
41.78114N,23.43905E,1602.69,08:28.31
41.78114N,23.43905E,1602.56,08:28.34
41.78114N,23.43905E,1602.56,08:28.36
41.78114N,23.43905E,1602.3,08:28.39
41.78114N,23.43905E,1602.2,08:28.40
41.78114N,23.43905E,1602.2,08:28.41
41.78114N,23.43905E,1602.09,08:28.42
41.78114N,23.43905E,1601.91,08:28.43
41.78114N,23.43905E,1601.97,08:28.48
41.78114N,23.43905E,1602.27,08:28.54
41.78114N,23.43904E,1602.12,08:28.57
41.78114N,23.43905E,1602.12,08:28.59
41.78114N,23.43905E,1602.68,08:29.02
41.78114N,23.43905E,1602.68,08:29.04
41.78113N,23.43905E,1603.0,08:29.10
41.78113N,23.43905E,1602.87,08:29.13
41.78114N,23.43906E,1602.87,08:29.15
41.78114N,23.43906E,1602.44,08:29.16
41.78114N,23.43906E,1602.27,08:29.17
41.78114N,23.43906E,1602.03,08:29.19
41.78114N,23.43906E,1601.51,08:29.20
41.78114N,23.43907E,1601.24,08:29.21
41.78113N,23.43907E,1598.61,08:29.25
41.78113N,23.43907E,1598.12,08:29.26
41.78113N,23.43907E,1598.11,08:29.27
41.78113N,23.43906E,1598.08,08:29.28
41.78113N,23.43906E,1598.08,08:29.29
41.78113N,23.43906E,1599.11,08:29.30
41.78113N,23.43906E,1599.34,08:29.32
41.78113N,23.43906E,1599.28,08:29.33
41.78113N,23.43906E,1599.27,08:29.34
41.78113N,23.43906E,1599.12,08:29.38
41.78112N,23.43906E,1598.9,08:29.39
41.78112N,23.43906E,1598.87,08:29.40
41.78112N,23.43906E,1598.87,08:29.41
41.78112N,23.43906E,1598.91,08:29.42
41.78112N,23.43906E,1598.92,08:29.43
41.78112N,23.43906E,1598.92,08:29.44
41.78112N,23.43906E,1599.0,08:29.45
41.78112N,23.43906E,1599.01,08:29.46
41.78112N,23.43906E,1599.0,08:29.48
41.78112N,23.43906E,1598.99,08:29.49
41.78112N,23.43906E,1599.01,08:29.50
41.78112N,23.43906E,1599.0,08:29.51
41.78112N,23.43905E,1599.05,08:29.52
41.78112N,23.43905E,1598.75,08:29.53
41.78112N,23.43906E,1598.35,08:29.54
41.78112N,23.43906E,1598.41,08:29.55
41.78112N,23.43906E,1598.41,08:29.56
41.78111N,23.43906E,1598.25,08:29.57
41.78111N,23.43906E,1598.27,08:29.58
41.78111N,23.43906E,1598.28,08:29.59
41.78111N,23.43906E,1598.28,08:30.00
41.78111N,23.43906E,1598.29,08:30.01
41.78111N,23.43906E,1598.28,08:30.02
41.78111N,23.43906E,1598.27,08:30.03
41.78111N,23.43906E,1598.19,08:30.04
41.78111N,23.43906E,1598.22,08:30.05
41.78111N,23.43906E,1598.37,08:30.06
41.78111N,23.43906E,1598.37,08:30.07
41.78111N,23.43906E,1598.61,08:30.08
41.78111N,23.43906E,1598.78,08:30.09
41.78111N,23.43906E,1598.95,08:30.10
41.78111N,23.43906E,1599.06,08:30.11
41.78111N,23.43906E,1599.02,08:30.12
41.78111N,23.43906E,1599.13,08:30.13
41.78111N,23.43906E,1599.17,08:30.14
41.78111N,23.43906E,1599.21,08:30.15
41.78111N,23.43906E,1599.21,08:30.16
41.78111N,23.43906E,1599.24,08:30.17
41.78111N,23.43906E,1599.24,08:30.18
41.78111N,23.43906E,1599.58,08:30.19
41.78111N,23.43906E,1599.62,08:30.20
41.78111N,23.43906E,1599.71,08:30.21
41.78111N,23.43906E,1599.78,08:30.22
41.78111N,23.43906E,1599.83,08:30.23
41.78111N,23.43906E,1599.78,08:30.24
41.78111N,23.43906E,1599.75,08:30.25
41.78111N,23.43906E,1599.76,08:30.26
41.78111N,23.43906E,1599.69,08:30.27
41.78111N,23.43906E,1599.61,08:30.28
41.78111N,23.43906E,1599.61,08:30.29
41.78112N,23.43906E,1599.62,08:30.30
41.78112N,23.43906E,1598.82,08:30.31
41.78112N,23.43906E,1598.86,08:30.32
41.78112N,23.43906E,1598.81,08:30.33
41.78112N,23.43906E,1598.83,08:30.34
41.78112N,23.43906E,1598.81,08:30.35
41.78112N,23.43906E,1598.86,08:30.36
41.78112N,23.43905E,1598.85,08:30.37
41.78112N,23.43905E,1598.78,08:30.38
41.78112N,23.43905E,1598.54,08:30.39
41.78114N,23.43905E,1598.54,08:30.41
41.78114N,23.43905E,1598.44,08:30.45
41.78115N,23.43905E,1598.76,08:30.47
41.78115N,23.43905E,1598.82,08:30.48
41.78115N,23.43905E,1598.84,08:30.49
41.78115N,23.43905E,1598.99,08:30.50
41.78115N,23.43905E,1599.07,08:30.51
41.78115N,23.43905E,1599.23,08:30.52
41.78115N,23.43906E,1599.33,08:30.53
41.78115N,23.43906E,1599.61,08:30.54
41.78115N,23.43906E,1599.64,08:30.55
41.78115N,23.43906E,1599.64,08:30.56
41.78114N,23.43906E,1599.61,08:30.58
41.78114N,23.43907E,1599.82,08:30.59
41.78114N,23.43907E,1599.91,08:31.00
41.78115N,23.43906E,1600.08,08:31.02
41.78115N,23.43906E,1599.78,08:31.03
41.78115N,23.43906E,1599.8,08:31.04
41.78115N,23.43907E,1599.86,08:31.05
41.78115N,23.43907E,1599.69,08:31.06
41.78115N,23.43906E,1599.58,08:31.07
41.78115N,23.43906E,1599.58,08:31.08
41.78115N,23.43906E,1599.58,08:31.10
41.78115N,23.43906E,1599.44,08:31.11
41.78115N,23.43906E,1599.2,08:31.12
41.78115N,23.43906E,1599.0,08:31.13
41.78115N,23.43906E,1598.96,08:31.14
41.78115N,23.43906E,1599.02,08:31.15
41.78115N,23.43906E,1599.11,08:31.16
41.78115N,23.43906E,1599.1,08:31.17
41.78115N,23.43906E,1599.06,08:31.18
41.78115N,23.43906E,1598.92,08:31.19
41.78115N,23.43906E,1598.88,08:31.20
41.78115N,23.43906E,1598.81,08:31.21
41.78115N,23.43906E,1598.84,08:31.22
